Nombre,Naturaleza,Id,Tipo,Dirección,Localidad,Provincia,Código_Postal,FAX,Teléfono,Email,Web
Miguel de Cervantes,Público,[45001544],Colegio de Educación Infantil y Primaria,"Cl. Juan Hernandez, 2",Mocejon,(Toledo),CP :45270,925360228,925360228,45001544.cp@edu.jccm.es,http://ceip-mocejon.centros.castillalamancha.es
- Sin Denominación -,Público,[45012670],Escuela de Educación Infantil,Cl. Moya C/V Calle Consuegra,Mora,(Toledo),CP :45400,,925341170,csocial@mora.es,
- Sin Denominación -,Público,[45010466],Aula de Educación de Adultos,"Cl. San Lorenzo, 3",Mora,(Toledo),CP :45400,,,aepa_mora@edu.jccm.es,
- Sin Denominación -,Público,[45012682],Escuela de Educación Infantil,"Tr. del Olivo, 24",Mora,(Toledo),CP :45400,925265319,925301020,csocial@mora.es,
Fernando Martín,Público,[45001672],Colegio de Educación Infantil y Primaria,"Cl. Consuegra, 35",Mora,(Toledo),CP :45400,925340492,925340492,45001672.cp@edu.jccm.es,http://ceip-fernandomartin.centros.castillalamancha.es
José Ramón Villa,Público,[45001623],Colegio de Educación Infantil y Primaria,"Ps. Delicias, 32",Mora,(Toledo),CP :45400,925341183,925300741,45001623.cp@edu.jccm.es,http://ceip-joseramonvilla.centros.castillalamancha.es
María Inmaculada,Priv.Concert.,[45001611],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Maria Martin Maestro, 13",Mora,(Toledo),CP :45400,925300966,925300100,direccionpedagogica@mora.escuelateresiana.com,
Peñas Negras,Público,[45006220],Instituto de Educación Secundaria,"Cl. Luis Hidalgo, 1",Mora,(Toledo),CP :45400,925300847,925300847,45006220.ies@edu.jccm.es,http://edu.jccm.es/ies/mora
- Sin Denominación -,Público,[45012694],Escuela de Educación Infantil,"Cl. San Quintin C/V Camino de las Nieves, S/N",Nambroca,(Toledo),CP :45400,,925366127,escuelainfantil@nambroca.com,
La Fuente,Público,[45001726],Colegio de Educación Infantil y Primaria,"Cl. la Fuente, S/N",Nambroca,(Toledo),CP :45190,925366126,925366126,45001726.cp@edu.jccm.es,http://ceip-lafuente.centros.castillalamancha.es
Las Nieves,Privado,[45013212],Centro Privado de Educación Infantil,"Cl. Albacete, 13, Parcela 405",Nieves (Las),(Toledo),CP :45191,,925278746,cailasnieves@hotmail.com,
Nuestra Señora del Amor de Dios,Público,[45001738],Colegio de Educación Infantil y Primaria,"Av. de la Jara, 74",Nava de Ricomalillo (La),(Toledo),CP :45670,925444555,925444555,45001738.cp@edu.jccm.es,http://edu.jccm.es/cp/lanavadericomalillo
- Sin Denominación -,Público,[45012700],Escuela de Educación Infantil,"Cl. los Molinos, S/N",Navahermosa,(Toledo),CP :45150,,925410151,einavahermosa@hotmail.com,
La Raña,Público,[45010341],Centro Público de Educación de Personas Adultas,"Cl. Plaza Río Tajo, S/N",Navahermosa,(Toledo),CP :45150,925591364,925591364,45010341.cea@edu.jccm.es,http://cepa-navahermosa.centros.castillalamancha.es
Manuel de Guzmán,Público,[45006207],Instituto de Educación Secundaria Obligatoria,"Pz. Rio Tajo, S/N",Navahermosa,(Toledo),CP :45150,925429956,925410277,45006207.ieso@edu.jccm.es,http://ies-manueldeguzman.centros.castillalamancha.es
San Miguel Arcángel,Público,[45001763],Colegio de Educación Infantil y Primaria,"Cl. Prado, 25",Navahermosa,(Toledo),CP :45150,925410320,925410384,45001763.cp@edu.jccm.es,http://ceip-sanmiguelarcangelnavahermosa.centros.castillalamancha.es
Blas Tello,Público,[45001787],Colegio de Educación Infantil y Primaria,"Cl. Inge Morath, S/N",Navalcan,(Toledo),CP :45610,925844044,925844044,45001787.cp@edu.jccm.es,http://edu.jccm.es/cp.blastello
Los Navalmorales,Público,[45005495],Instituto de Educación Secundaria,"Cl. San Francisco, 80",Navalmorales (Los),(Toledo),CP :45140,925404292,925404563,45005495.ies@edu.jccm.es,http://ies-losnavalmorales.centros.castillalamancha.es
San Francisco,Público,[45001805],Colegio de Educación Infantil y Primaria,"Cl. Romero, 2",Navalmorales (Los),(Toledo),CP :45140,925404619,925404619,45001805.cp@edu.jccm.es,http://ceip-sanfranciscolosnavalmorales.centros.castillalamancha.es
Virgen de los Remedios,Privado,[45013200],Centro Privado de Educación Infantil,"Cl. Tomas Costa, 24",Navalmorales (Los),(Toledo),CP :45140,925404032,925404652,virgendelosremedios.guarderia@yahoo.es,
Nuestra Señora de las Saleras,Público,[45001854],Colegio de Educación Infantil y Primaria,"Cl. Toledo, 83",Navalucillos (Los),(Toledo),CP :45130,925426834,925426834,45001854.cp@edu.jccm.es,http://edu.jccm.es/cp/saleras
Sierra de San Vicente,Público,[45006268],Colegio Rural Agrupado,"Cl. Palacio, S/N",Navamorcuende,(Toledo),CP :45630,925868055,925868055,45006268.cra@edu.jccm.es,http://cra-sierradesanvicente.centros.castillalamancha.es
- Sin Denominación -,Público,[45012037],Aula de Educación de Adultos,"Cl. Juan Xxiii, 23",Noblejas,(Toledo),CP :45350,,,,
Nuestra Señora de los Desamparados,Priv.Concert.,[45001891],Centro Privado de Educación Infantil y Primaria,"Cl. Valentina Garcia Suelto, 6",Noblejas,(Toledo),CP :45350,925141268,925140012,cnsdes@planalfa.es,
Rosa Sensat,Público,[45012712],Escuela de Educación Infantil,"Cl. Mayor, 45 e",Noblejas,(Toledo),CP :45350,925140309,925141305,gestion@noblejas.es,
Santísimo Cristo de las Injurias,Público,[45001908],Colegio de Educación Infantil y Primaria,"Cl. de la Escuela, 4",Noblejas,(Toledo),CP :45350,925140283,925140283,45001908.cp@edu.jccm.es,http://ceip-stmocristoinjurias.centros.castillalamancha.es
Santísimo Cristo de la Salud,Público,[45001945],Colegio de Educación Infantil y Primaria,"Cl. Santa María Baja, S/N",Noez,(Toledo),CP :45162,925374021,925374021,45001945.cp@edu.jccm.es,http://ceip-santisimocristodelasalud.centros.castillalamancha.es
Cristo de la Nava,Público,[45001957],Colegio de Educación Infantil y Primaria,"Cl. Pozo Nuevo, S/N",Nombela,(Toledo),CP :45917,925792353,925792353,45001957.cp@edu.jccm.es,http://ceip-cristodelanava.centros.castillalamancha.es
Barrio Sésamo,Público,[45012724],Escuela de Educación Infantil,"Cl. Abogado, 6",Noves,(Toledo),CP :45519,,666591400,,
Nuestra Señora de la Monjia,Público,[45001969],Colegio de Educación Infantil y Primaria,"Cl. Carrera, 27",Noves,(Toledo),CP :45519,925778612,925778612,45001969.cp@edu.jccm.es,http://edu.jccm.es/cp.monjia
Garabatos,Público,[45012736],Escuela de Educación Infantil,"Cl. Jacinto Benavente, 1",Numancia de la Sagra,(Toledo),CP :45230,,925516870,escuelainfantil@ayunt-numancia.es,
Nº 2,Público,[45014125],Colegio de Educación Infantil y Primaria,,Numancia de la Sagra,(Toledo),CP :45230,,925516040,45014125.cp@edu.jccm.es,http://ceip-numanciadelasagra.centros.castillalamancha.es
Profesor Emilio Lledó,Público,[45011872],Instituto de Educación Secundaria,"Ps. Prado Valverde, 1",Numancia de la Sagra,(Toledo),CP :45230,925516429,925516428,45011872.ieso@edu.jccm.es,http://ies-profesoremiliolledo.centros.castillalamancha.es
Santísimo Cristo de la Misericordia,Público,[45001970],Colegio de Educación Infantil y Primaria,"Cl. del Caño, S/N",Numancia de la Sagra,(Toledo),CP :45230,925537258,925537258,45001970.cp@edu.jccm.es,http://ceip-stmocristodelamisericordia.centros.castillalamancha.es
- Sin Denominación -,Público,[45013731],Escuela de Educación Infantil,"Cl. Don Jose Peña, 8",Ocaña,(Toledo),CP :45300,,925131651,escuela.infantil@aytoocana.com,
Alonso de Ercilla,Público,[45004685],Instituto de Educación Secundaria,"Cl. Puerta de Murcia, 13",Ocaña,(Toledo),CP :45300,925120639,925130715,45004685.ies@edu.jccm.es,http://ies-alonsodeercilla.centros.castillalamancha.es
Centro Penitenciario,Público,[45006293],Aula de Educación de Adultos,"Cl. Mártires, 6 (Centro Penitenciario)",Ocaña,(Toledo),CP :45300,925120883,925120883,45005631.cea@edu.jccm.es,
Colegio Diocesano Santa Clara,Priv.Concert.,[45002007],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Martires, 12",Ocaña,(Toledo),CP :45300,925130461,925691727,secretaria@colegiodiocesanosantaclara.com,http://con-diocesanosantaclara.centros.castillalamancha.es
Gutierre de Cárdenas,Público,[45005631],Centro Público de Educación de Personas Adultas,"Cl. Noblejas, 8",Ocaña,(Toledo),CP :45300,925120013,925120816,45005631.cea@edu.jccm.es,http://edu.jccm.es/cea/gutierredecardenas
Mesa de Ocaña,Público,[45012232],Escuela de Educación Infantil,"Cl. Virgen de los Remedios, 12",Ocaña,(Toledo),CP :45300,925121690,925131416,45012232.ei@edu.jccm.es,
Miguel Hernández,Público,[45004791],Instituto de Educación Secundaria,"Cl. Miguel Hernandez, 4",Ocaña,(Toledo),CP :45300,925121200,925131412,45004791.ies@edu.jccm.es,http://ies-miguelhernandez.centros.castillalamancha.es
Pastor Poeta,Público,[45012177],Colegio de Educación Infantil y Primaria,"Cl. Reina Sofia Esquina Juan Carlos I, S/N",Ocaña,(Toledo),CP :45300,,925120240,45012177.cp@edu.jccm.es,http://ceip-pastorpoeta.centros.castillalamancha.es
San José de Calasanz,Público,[45002020],Colegio de Educación Infantil y Primaria,"Cl. Miguel Hernandez, 6",Ocaña,(Toledo),CP :45300,925130050,925130050,45002020.cp@edu.jccm.es,http://edu.jccm.es/cp/sjcalasanz
Timón,Privado,[45013224],Centro Privado de Educación Infantil,"Cl. Toledo, 6",Ocaña,(Toledo),CP :45300,,,,
Árbol Mágico,Público,[45012748],Escuela de Educación Infantil,"Cm. del Arenal, S/N",Olias del Rey,(Toledo),CP :45280,,925490609,caidos@aytoolias.es,
Bosque de los Sueños,Público,[45012751],Escuela de Educación Infantil,"Cl. Alcantara, S/N (Urbanizacion Mirador de los Pinos)",Olias del Rey,(Toledo),CP :45280,925490912,925353824,cai@aytoolias.es,
Madre Dolores Medina,Privado,[45005616],Centro Privado de Educación Infantil,"Cl. Tomillo, 20 (Urbanizacion ""Los Olivos"")",Olias del Rey,(Toledo),CP :45280,925353326,925353326,ceimdm@planalfa.es,
Pedro Melendo García,Público,[45002044],Colegio de Educación Infantil y Primaria,"Cl. Arenal, S/N",Olias del Rey,(Toledo),CP :45280,925490365,925490365,45002044.cp@edu.jccm.es,http://ceip-pedromelendogarcia.centros.castillalamancha.es
- Sin Denominación -,Público,[45013819],Escuela Pública de Música,"Cl. Carrera, S/N",Ontigola,(Toledo),CP :45340,,,emmontigola@gmail.com,
Monigotes,Público,[45013236],Escuela de Educación Infantil,"Cl. la Fresa, 1",Ontigola,(Toledo),CP :45340,,638010320,guarderiamonigotes@hotmail.com,
Virgen del Rosario,Público,[45002056],Colegio de Educación Infantil y Primaria,"Cl. Carrera, S/N",Ontigola,(Toledo),CP :45340,925127222,925127222,45002056.cp@edu.jccm.es,http://ceip-virgendelrosario.centros.castillalamancha.es
Conde de Orgaz,Público,[45002093],Colegio de Educación Infantil y Primaria,"Cl. Socorro, 32",Orgaz,(Toledo),CP :45450,925317329,925317255,45002093.cp@edu.jccm.es,http://ceip-condedeorgaz.centros.castillalamancha.es
Escuela Municipal de Música de Orgaz,Público,[45013662],Escuela Pública de Música,"Cl. Lobo, 4",Orgaz,(Toledo),CP :45450,,,,
Nube de Algodón,Público,[45012761],Escuela de Educación Infantil,"Rd. de las Escuelas, 9",Orgaz,(Toledo),CP :45450,925347004,925317390,escuelainfantil@ayto-orgaz.es,
Alonso de Orozco,Público,[45004727],Instituto de Educación Secundaria,"Cl. Beato Alonso de Orozco, S/N",Oropesa,(Toledo),CP :45560,925430402,925431274,45004727.ies@edu.jccm.es,http://edu.jccm.es/ies/alonsodeorozco
María Arnús,Público,[45013960],Escuela de Educación Infantil,"Cl. Calzada Real, S/N",Oropesa,(Toledo),CP :45560,,,,
Martín Gallinar,Público,[45002123],Colegio de Educación Infantil y Primaria,"Ps. Escolar, S/N",Oropesa,(Toledo),CP :45560,925430254,925430254,45002123.cp@edu.jccm.es,http://ceip-martingallinar.centros.castillalamancha.es
San Juan Bautista,Público,[45002184],Colegio de Educación Infantil y Primaria,"Av. Castilla-La Mancha, S/N",Palomeque,(Toledo),CP :45213,925508242,925508242,45002184.cp@edu.jccm.es,http://edu.jccm.es/cp.sanjuanbautista
- Sin Denominación -,Público,[45012773],Escuela de Educación Infantil,"Cl. Claudia Cabrera, S/N",Pantoja,(Toledo),CP :45290,925554830,925554681,escjclm@hotmail.com,
Marqueses de Manzanedo,Público,[45002196],Colegio de Educación Infantil y Primaria,"Cl. Cementerio, 25",Pantoja,(Toledo),CP :45290,925554394,925554035,45002196.cp@edu.jccm.es,http://ceip-marquesesdemanzanedo.centros.castillalamancha.es
Nuestra Señora de la Luz,Público,[45002202],Colegio de Educación Infantil y Primaria,"Cl. Manuel Garcia, 2",Parrillas,(Toledo),CP :45611,925844241,925844241,45002202.cp@edu.jccm.es,http://edu.jccm.es/cp.nsdelaluz
- Sin Denominación -,Público,[45014046],Escuela de Educación Infantil,"Ps. de las Eras, S/N",Pepino,(Toledo),CP :45638,,,,
- Sin Denominación -,Público,[45012141],Aula de Educación de Adultos,"Av. Jose Antonio, S/N",Polan,(Toledo),CP :45161,,,,
Arco Iris,Público,[45012785],Escuela de Educación Infantil,Cl. Roma Esquina Calle Bruselas,Polan,(Toledo),CP :45161,,925290137,,
José María Corcuera,Público,[45002241],Colegio de Educación Infantil y Primaria,"Cl. Castillo, 17",Polan,(Toledo),CP :45161,925370552,925370552,45002241.cp@edu.jccm.es,http://ceip-josemariacorcuera.centros.castillalamancha.es
Conde de Ruiseñada,Público,[45002251],Colegio de Educación Infantil y Primaria,"Cl. Ramon y Cajal, 64",Portillo de Toledo,(Toledo),CP :45512,925785245,925785245,45002251.cp@edu.jccm.es,http://ceip-condederuisenada.centros.castillalamancha.es
- Sin Denominación -,Público,[45012153],Aula de Educación de Adultos,"Cl. Ramon y Cajal, 1",Puebla de Almoradiel (La),(Toledo),CP :45840,,,,
Aldonza Lorenzo,Público,[45006116],Instituto de Educación Secundaria,"Av. de la Libertad, 43",Puebla de Almoradiel (La),(Toledo),CP :45840,925561020,925561019,45006116.ies@edu.jccm.es,http://http://ies-aldonzalorenzo.centros.castillalamancha.es/
Monigotes,Público,[45014162],Escuela de Educación Infantil,"Cl. Marcelina Sánchez, S/N",Puebla de Almoradiel (La),(Toledo),CP :45840,,,,
Ramón y Cajal,Público,[45002287],Colegio de Educación Infantil y Primaria,"Cl. Santa Ana, 97",Puebla de Almoradiel (La),(Toledo),CP :45840,925178428,925178428,45002287.cp@edu.jccm.es,http://edu.jccm.es/cp/ramonycajalpuebladealmoradiel
Santo Tomás de Aquino,Público,[45011941],Escuela Pública de Música y Danza,"Cl. Emperador Carlos V, 6",Puebla de Almoradiel (La),(Toledo),CP :45840,,925178001,puebla@pueblaalmoradiel.org,
- Sin Denominación -,Público,[45005941],Aula de Educación de Adultos,"Cl. Santo y Soledad, S/N",Puebla de Montalban (La),(Toledo),CP :45516,925745409,925745409,calistoymelibea@vodafone.es,
Arco Iris,Público,[45012797],Escuela de Educación Infantil,"Av. Alvaro de Montalban, S/N",Puebla de Montalban (La),(Toledo),CP :45516,,925745699,caipueblademontalban@yahoo.es,
Fernando de Rojas,Público,[45002330],Colegio de Educación Infantil y Primaria,"Cl. Alvaro de Montalban, S/N",Puebla de Montalban (La),(Toledo),CP :45516,925750911,925750911,45002330.cp@edu.jccm.es,http://ceip-fernandoderojas.centros.castillalamancha.es
Franciscano de la Inmaculada,Priv.Concert.,[45002317],Centro Privado de Educación Infantil Primaria y Secundaria,"Pz. del Convento, 1",Puebla de Montalban (La),(Toledo),CP :45516,925750037,925750037,finmaculada@planalfa.es,
Juan de Lucena,Público,[45004739],Instituto de Educación Secundaria,"Cl. Sinagoga,S/N",Puebla de Montalban (La),(Toledo),CP :45516,925750951,925750951,45004739.ies@edu.jccm.es,http://edu.jccm.es/ies/juandelucena
- Sin Denominación -,Público,[45012803],Escuela de Educación Infantil,"Cl. Cantarranas, 5",Pueblanueva (La),(Toledo),CP :45690,,925861070,guarderialapueblanueva@hotmail.com,
San Isidro,Público,[45002366],Colegio de Educación Infantil y Primaria,"Cr. de las Vegas, S/N",Pueblanueva (La),(Toledo),CP :45690,925860275,925860050,45002366.cp@edu.jccm.es,http://ceip-sanisidropueblanueva.centros.castillalamancha.es
Villas del Tajo,Público,[45013984],Colegio Rural Agrupado,"Cl. Tres Cruces, 2",Puente del Arzobispo (El),(Toledo),CP :45570,925436195,925436231,45013984.cra@edu.jccm.es,http://edu.jccm.es/cra.elpuentedelarzobispo
Virgen de Bienvenida,Público,[45012815],Escuela de Educación Infantil,"Cl. de las Tres Cruces, S/N",Puente del Arzobispo (El),(Toledo),CP :45570,,925436008,,
Nuestra Señora de la Blanca,Público,[45002411],Colegio de Educación Infantil y Primaria,"Cl. Calvo Sotelo, 12",Pulgar,(Toledo),CP :45125,925292101,925292101,45002411.cp@edu.jccm.es,http://ceip-blanca.centros.castillalamancha.es
Pulgarcito,Público,[45012827],Escuela de Educación Infantil,"Cl. Escuelas, 1",Pulgar,(Toledo),CP :45125,,925292435,laura3bs@hotmail.com,
- Sin Denominación -,Público,[45012839],Escuela de Educación Infantil,"Pz. Nacional, 1",Quero,(Toledo),CP :45790,,926577004,,
Santiago Cabañas,Público,[45002421],Colegio de Educación Infantil y Primaria,"Av. de la Virgen, 19",Quero,(Toledo),CP :45790,926577056,926577056,45002421.cp@edu.jccm.es,http://ceip-santiagocabanas.centros.castillalamancha.es
Alonso Quijano,Público,[45004867],Instituto de Educación Secundaria,"Av. Reyes Catolicos, 16",Quintanar de la Orden,(Toledo),CP :45800,925180690,925180600,45004867.ies@edu.jccm.es,http://ies-alonso.quijano.centros.castillalamancha.es
Antonio Machado,Público,[45012001],Colegio de Educación Infantil y Primaria,"Cl. Baldomero Mota, S/N",Quintanar de la Orden,(Toledo),CP :45800,925181776,925181776,45012001.cp@edu.jccm.es,http://ceip-antoniomachadoquintanar.centros.castillalamancha.es
Cristóbal Colón,Público,[45002457],Colegio de Educación Infantil y Primaria,"Cl. Dr. Anselmo Madero, 1",Quintanar de la Orden,(Toledo),CP :45800,925181560,925181560,45002457.cp@edu.jccm.es,http://ceip-cristobalcolon.centros.castillalamancha.es
Infante Don Fadrique,Público,[45002470],Instituto de Educación Secundaria,"Av. de los Reyes Catolicos, 14",Quintanar de la Orden,(Toledo),CP :45800,925181962,925180376,45002470.ies@edu.jccm.es,http://edu.jccm.es/ies.infantedonfadrique
Luis Vives,Público,[45005288],Centro Público de Educación de Personas Adultas,"Av. Reyes Catolicos, 14",Quintanar de la Orden,(Toledo),CP :45800,925565119,925181777,45005288.cea@edu.jccm.es,http://cepa-luisvives.centros.castillalamancha.es
Nuestra Señora de la Consolación,Priv.Concert.,[45002433],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. Pio Xii, 2",Quintanar de la Orden,(Toledo),CP :45800,925180504,925180711,nscqo@planalfa.es,
Nuestra Señora de los Dolores,Priv.Concert.,[45002445],Centro Privado de Educación Infantil Primaria y Secundaria,"Ps. Nuestra Señora de los Dolores, 2",Quintanar de la Orden,(Toledo),CP :45800,925180843,925180843,direccion@colegiodolores.org,
Pim Pon,Público,[45012840],Escuela de Educación Infantil,"Cl. San Jose de Calasanz, 2",Quintanar de la Orden,(Toledo),CP :45800,,925564552,,
Santísimo Cristo de la Salud,Priv.Concert.,[45005823],Centro Privado de Educación Especial,"Cr. Madrid-Cartagena, Km 120",Quintanar de la Orden,(Toledo),CP :45800,925564829,925180899,direccioncee@asprodiq.es,
Pedro Zamorano,Público,[45002512],Colegio de Educación Infantil y Primaria,"Cl. Patricio Puebla, S/N",Quismondo,(Toledo),CP :45514,925790550,925790550,45002512.cp@edu.jccm.es,http://ceip-pedrozamorano.centros.castillalamancha.es
Tierras de Viriato,Público,[45014022],Colegio Rural Agrupado,"Tr. de Juan de Dios Diaz, 2",Real de San Vicente (El),(Toledo),CP :45640,925879487,925879487,45014022.cra@edu.jccm.es,
Arcipreste de Canales,Público,[45012131],Instituto de Educación Secundaria,"Cl. Instituto, S/N",Recas,(Toledo),CP :45211,925522896,925547139,45012131.ies@edu.jccm.es,http://ies-arciprestedecanales.centros.castillalamancha.es
Aserrín Aserrán,Público,[45013728],Escuela de Educación Infantil,"Cl. Argentina, 5",Recas,(Toledo),CP :45211,,925522500,cai@recas.es,
Cesar Cabañas Caballero,Público,[45002536],Colegio de Educación Infantil y Primaria,"Cl. Ramon y Cajal, 21",Recas,(Toledo),CP :45211,925522050,925522050,45002536.cp@edu.jccm.es,http://ceip-cesarcabanyascaballero.centros.castillalamancha.es/
Maximina Felisa Gómez Aguero,Público,[45002551],Colegio de Educación Infantil y Primaria,Cl. Calvario S/N,Rielves,(Toledo),CP :45524,925743532,925743532,45002551.cp@edu.jccm.es,
Silvano Cirujano,Público,[45002627],Colegio de Educación Infantil y Primaria,"Cl. los Maestros, S/N",Romeral (El),(Toledo),CP :45770,925126193,925126193,45002627.cp@edu.jccm.es,http://edu.jccm.es/cp.silvanocirujano
Santísimo Cristo de la Luz,Público,[45002652],Colegio de Educación Infantil y Primaria,"Av. Santa Maria de Melque, 90",San Martin de Montalban,(Toledo),CP :45165,925419685,925419685,45002652.cp@edu.jccm.es,http://ceip-santisimocristodelaluz.centros.castillalamancha.es
Río Pusa,Público,[45013871],Colegio Rural Agrupado,"Cl. Barrio Nuevo, 6",San Martin de Pusa,(Toledo),CP :45170,925420376,925420059,45013871.cra@edu.jccm.es,http://cra-riopusa.centros.castillalamancha.es
Nuestra Señora de Gracia,Público,[45002676],Colegio de Educación Infantil y Primaria,"Cl. Progreso, 1",San Pablo de los Montes,(Toledo),CP :45120,925415301,925415301,45002676.cp@edu.jccm.es,http://edu.jccm.es/cp/nsgracia
San Pablo de los Montes,Público,[45012852],Escuela de Educación Infantil,"Cl. Progreso, 11",San Pablo de los Montes,(Toledo),CP :45120,,925415277,caisanpablodelosmontes@hotmail.com,
Nuestra Señora del Buen Camino,Público,[45010417],Colegio de Educación Infantil y Primaria,"Cl. Granadillo, 5",San Roman de los Montes,(Toledo),CP :45646,925887010,925887010,45010417.cp@edu.jccm.es,http://ceip-nsbuencamino.centros.castillalamancha.es
- Sin Denominación -,Público,[45012864],Escuela de Educación Infantil,"Cl. Subida de Santiago, 1",Santa Cruz de la Zarza,(Toledo),CP :45370,,925125963,,
Eduardo Palomo Rodríguez,Público,[45002721],Colegio de Educación Infantil y Primaria,"Cl. Velsinia, S/N",Santa Cruz de la Zarza,(Toledo),CP :45370,925143377,925143377,45002721.cp@edu.jccm.es,http://ceip-eduardopalomo.centros.castillalamancha.es/
Velsinia,Público,[45006190],Instituto de Educación Secundaria Obligatoria,"Cl. Velsinia, 63",Santa Cruz de la Zarza,(Toledo),CP :45370,925125898,925125898,45006190.ieso@edu.jccm.es,http://ies-velsinia.centros.castillalamancha.es
Atlas,Privado,[45013251],Centro Privado de Educación Infantil,"Cm. de la Fuente, 6",Santa Cruz del Retamar,(Toledo),CP :45513,925794611,925794611,escuelainfantilatlas@yahoo.es,http://ww.escuelainfantilatlas.com
Nuestra Señora de la Paz,Público,[45002767],Colegio de Educación Infantil y Primaria,"Cl. Escuelas, S/N",Santa Cruz del Retamar,(Toledo),CP :45513,925794553,925794553,45002767.cp@edu.jccm.es,http://edu.jccm.es/cp/santacruz
Ribera del Alberche,Público,[45011811],Colegio de Educación Infantil y Primaria,"Av. la Mancha, S/N",Calalberche,(Toledo),CP :45909,918179507,918179507,45011811.cp@edu.jccm.es,
Nuestra Señora de la Piedad,Público,[45002779],Colegio de Educación Infantil y Primaria,"Cl. Mayor, 47",Santa Olalla,(Toledo),CP :45530,925797532,925797450,45002779.cp@edu.jccm.es,http://ceip-ntrasrapiedad.centros.castillalamancha.es
Santa Ana,Público,[45004144],Colegio de Educación Infantil y Primaria,"Cr. Toledo-Avila, S/N",Santo Domingo-Caudilla,(Toledo),CP :45519,925779182,925779182,45004144.cp@edu.jccm.es,
Barquito de Papel,Privado,[45012529],Centro Privado de Educación Infantil,"Cl. Leonardo Da Vinci, 4, Locales 11, 13 y 15",Seseña,(Toledo),CP :45223,,,,
Burbujas,Público,[45012876],Escuela de Educación Infantil,"Cl. Lepanto, S/N",Seseña Nuevo,(Toledo),CP :45224,,918013266,murosam@ayto-sesena.org,
El Bosque Encantado,Privado,[45013261],Centro Privado de Educación Infantil,"Cl. Salinas, 2",Seseña Nuevo,(Toledo),CP :45224,918936541,918012009,,
El Quiñón,Público,[45011951],Colegio de Educación Infantil y Primaria,"Cl. Zurbaran, 10 (Urbanizacion el Quiñon)",Seseña,(Toledo),CP :45224,911370150,911370150,45011951.cp@edu.jccm.es,http://ceip-elquinon.centros.castillalamancha.es
Fernando de Rojas,Público,[45002810],Colegio de Educación Infantil y Primaria,"Cl. Constitucion, 1",Seseña Nuevo,(Toledo),CP :45224,918012512,918936418,45002810.cp@edu.jccm.es,http://ceip-fernandoderojas.centros.castillalamancha.es/
Gabriel Uriarte,Público,[45002809],Colegio de Educación Infantil y Primaria,"Cl. Ciudad Real, S/N",Seseña,(Toledo),CP :45223,918957078,918957078,45002809.cp@edu.jccm.es,http://ceip-gabrieluriarte.centros.castillalamancha.es
Gloria Fuertes,Público,[45010363],Colegio de Educación Infantil y Primaria,"Av. del Valle, S/N",Seseña Nuevo,(Toledo),CP :45224,918013111,918013111,45010363.cp@edu.jccm.es,http://edu.jccm.es/cp/gloriafuertes
Isilus,Público,[45010399],Centro Público de Educación de Personas Adultas,"Av. Camino de Seseña Nuevo, S/N",Seseña Nuevo,(Toledo),CP :45224,,911123489,45010399.cea@edu.jccm.es,http://cepa-sesena.centros.castillalamancha.es
Juan Carlos I,Público,[45011823],Colegio de Educación Infantil y Primaria,"Av. Juan Carlos I, S/N",Seseña,(Toledo),CP :45223,918098040,918098040,45011823.cp@edu.jccm.es,http://edu.jccm.es/cp.juancarlosi
Karol Wojtyla,Privado,[45014216],Centro Privado de Educación Infantil Primaria y Secundaria,"Cl. el Bosco, S/N",Seseña,(Toledo),CP :45223,,918607655,info@colegiokw.com,
Las Salinas,Público,[45006244],Instituto de Educación Secundaria,"Cl. Camino de Seseña Nuevo, S/N",Seseña Nuevo,(Toledo),CP :45223,918012649,918012657,45006244.ies@edu.jccm.es,http://edu.jccm.es/ies/lassalinas
Margarita Salas,Público,[45005677],Instituto de Educación Secundaria,"Lg. Finca del Quinto, S/N",Seseña,(Toledo),CP :45223,918088440,918098184,45005677.ies@edu.jccm.es,http://edu.jccm.es/ies.margaritasalas
Nanos,Privado,[45013650],Centro Privado de Educación Infantil,"Cl. Castilla-La Mancha, 13",Seseña,(Toledo),CP :45223,,692029486,dtarjuelo@nanosguarderias.com,
Nº7,Público,[45014265],Colegio de Educación Infantil y Primaria,,Seseña,(Toledo),CP :45223,,918982911,45014265.cp@edu.jccm.es,
Pequeñines,Público,[45012888],Escuela de Educación Infantil,"Cl. Himno, 42",Seseña,(Toledo),CP :45223,,918957526,murosam@ayto-sesena.org,
Sisius,Público,[45010442],Colegio de Educación Infantil y Primaria,"Av. del Fútbol, 1",Seseña,(Toledo),CP :45223,918957752,918957752,45010442.cp@edu.jccm.es,http://ceip-sisius.centros.castillalamancha.es
Arco Iris,Público,[45012891],Escuela de Educación Infantil,"Pz. Don Ramon, 4",Sonseca,(Toledo),CP :45100,925382861,925383572,cai@ayto-sonseca.com,
Colorines I,Privado,[45013273],Centro Privado de Educación Infantil,"Cl. del Rey, 6",Sonseca,(Toledo),CP :45100,,925380201,colorinesuno@hotmail.com,
