CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS,,,,,,,,,,,
AREA TERRITORIAL,CODIGO CENTRO,EMAIL,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,TITULARIDAD
Madrid-Capital,28065140,#N/A,EIPR,CHIQUI TIN,Calle De Olimpio López,,,,,,
Madrid-Sur,28070573,#N/A,EIPR,CHIQUI TIN,Calle Doctor Fleming,,,,,,
Madrid-Norte,28065917,#N/A,EIPR,CHIQUI TIN ALCOBENDAS,Calle Anabel Segura,,,,,,
Madrid-Este,28065620,#N/A,EIPR,CHIQUI TIN COSLADA,Calle De La Rioja,,,,,,
Madrid-Capital,28071051,#N/A,EIPR,CHIQUI TIN EMBAJADORES,Calle De Sebastián Elcano,,,,,,
Madrid-Oeste,28073422,#N/A,EIPR,CHIQUI TIN LAS ROZAS,Calle Juan Ramón Jiménez,,,,,,
Madrid-Sur,28076277,#N/A,EIPR,CHIQUI TIN LEGANÉS,Calle Rey Pastor,,,,,,
Madrid-Capital,28065966,#N/A,EIPR,CHIQUI TIN PINAR DE CHAMARTIN,Calle Del Golfo De Salónica,,,,,,
Madrid-Sur,28069698,#N/A,EIPR,CHIQUIHOUSE,Calle De Santa Teresa,,,,,,
Madrid-Norte,28068542,#N/A,EIPR,CHIQUILANDIA,Calle Cervantes,,,,,,
Madrid-Este,28049523,#N/A,EIPR,CHIQUILIN,Calle Bilbao,,,,,,
Madrid-Este,28072983,#N/A,EIPR,CHIQUIPANDY,Camino Vega,,,,,,
Madrid-Oeste,28067823,#N/A,EIPR,CHIQUITINES,Carretera De Navacerrada,,,,,,
Madrid-Sur,28073306,#N/A,EIPR,CHIRIBITAS,Avenida De La Unión Europea,,,,,,
Madrid-Capital,28074335,#N/A,EIPR,CHULAPOS,Avenida De La Gran Vía Del Sureste,,,,,,
Madrid-Norte,28074165,#N/A,EIPR,CHULIN,Avenida De Los Andes,,,,,,
Madrid-Este,28050306,#N/A,EIPR,CHULIN,Calle De Nazario Calonge,,,,,,
Madrid-Capital,28061535,#N/A,EIPR,CHULY,Calle De Las Naves,,,,,,
Madrid-Este,28071498,#N/A,EIPR,CHUPETES,Calle Venezuela,,,,,,
Madrid-Capital,28066351,#N/A,EIPR,CHUPETINES,Calle De Antonia Rodríguez Sacristán,,,,,,
Madrid-Capital,28060129,#N/A,EIPR,CINCO ESTRELLAS,Avenida Canillejas A Vicalvaro,,,,,,
Madrid-Oeste,28062850,#N/A,EIPR,CIUDAD FINANCIERA SCH,Camino Alto De Madrid,,,,,,
Madrid-Capital,28069479,#N/A,EIPR,CIUDAD JARDIN,Calle De Colombia,,,,,,
Madrid-Este,28062096,#N/A,EIPR,CLAVE DE SOLES,Calle Zeus,,,,,,
Madrid-Este,28068670,#N/A,EIPR,COCHOLATE,Avenida De Berlín C/v Avda. De Madrid,Coslada,-,28822,913620270,-,Privado
Madrid-Capital,28065176,#N/A,EIPR,COCO,Calle De Monseñor Oscar Romero,,,,,,
Madrid-Capital,28062977,#N/A,EIPR,COCOLAN CVE,Paseo De Juan Antonio Vallejo-nájera Botas,,,,,,
Madrid-Capital,28069078,#N/A,EIPR,COCORICO,Calle De Clara Del Rey,,,,,,
Madrid-Este,28076551,veronicapueyo1987@gmail.com,EIPR,COLORES,Calle Fernando Trueba,,,,,,
Madrid-Sur,28060920,Mixta Diferenciada,EIPR,COLORES,Calle De Cuzco,,,,,,
Madrid-Norte,28071735,#N/A,EIPR,COLORES,Calle Alonso Zamora Vicente,,,,,,
Madrid-Norte,28068852,#N/A,EIPR,COLORIN COLORADO,Calle De Narros Del Castillo,,,,,,
Madrid-Norte,28075881,colorines.eufin@gmail.comeicolorines03@gmail.com,EIPR,COLORINES,Calle Tilos,,,,,,
Madrid-Este,28072752,#N/A,EIPR,COLORINES,Calle Villaviciosa De Odón,,,,,,
Madrid-Sur,28058378,#N/A,EIPR,COLORINES,Calle Del Prado Redondo,,,,,,
Madrid-Oeste,28071541,#N/A,EIPR,COLORINES,Calle Andrés Muñoz Pérez,,,,,,
Madrid-Capital,28064135,#N/A,EIPR,COLORINES,Calle De Flora Tristán,,,,,,
Madrid-Este,28069601,#N/A,EIPR,COLORINES HENARES,Camino De La Esgaravita,,,,,,
Madrid-Este,28071188,#N/A,EIPR,COLORINES II,Calle De Fray José De San Jacinto,,,,,,
Madrid-Sur,28079321,#N/A,EIPR,COLORINES MONTESSORI,Calle San Jose,,,,,,
Madrid-Norte,28070809,#N/A,EIPR,COLORITOS,Calle Teide,,,,,,
Madrid-Capital,28069364,#N/A,EIPR,COLORS,Calle Del Consenso,,,,,,
Madrid-Este,28059000,#N/A,EIPR,COMENZAR,Calle Argentina,,,,,,
Madrid-Norte,28071395,#N/A,EIPR,CON TUS MANITAS,Calle Las Viñas,,,,,,
Madrid-Sur,28076332,#N/A,EIPR,CONTANDO HASTA DIEZ,Calle Antonio Van Der Pere,,,,,,
Madrid-Capital,28060841,#N/A,EIPR,COSQUILLAS II,Calle Del Teniente Coronel Noreña,,,,,,
Madrid-Este,28073689,#N/A,EIPR,CREA,Avenida De Miguel Hernández,,,,,,
Madrid-Capital,28074529,#N/A,EIPR,CREATIVA LA GAVIA,Avenida De Las Suertes C/v A C/ Entrepeñas,,,,,,
Madrid-Sur,28070287,#N/A,EIPR,CRECE SOÑANDO,Calle Manacor,,,,,,
Madrid-Sur,28072260,#N/A,EIPR,CRECER,Calle Fuentecilla,,,,,,
Madrid-Oeste,28060750,#N/A,EIPR,CRIOS,Calle Comunidad De Valencia,,,,,,
Madrid-Capital,28067732,#N/A,EIPR,CUATRO PECAS,Ronda De Segovia,,,,,,
Madrid-Capital,28061110,#N/A,EIPR,CUATRO PECAS EL CARMEN,Calle Del Capitán Salazar Martínez,,,,,,
Madrid-Este,28068517,#N/A,EIPR,CUBO PALA,Travesia Cañada,,,,,,
Madrid-Capital,28072533,#N/A,EIPR,CUCHITOS,Calle Del General Díaz Porlier,,,,,,
Madrid-Capital,28078754,#N/A,EIPR,CUCO'S HOME,Avenida Del Ensanche De Vallecas,,,,,,
Madrid-Este,28058500,#N/A,EIPR,CUCU-TRAS,Calle De Cordoba,,,,,,
Madrid-Capital,28062886,#N/A,EIPR,CUCUTRAS,Plaza De Patricio Aguado,,,,,,
Madrid-Capital,28075731,#N/A,EIPR,CUCUTRAS II,Plaza De Patricio Aguado C/v A Calle Montalvo,,,,,,
Madrid-Capital,28077831,#N/A,EIPR,CUENTACUENTOS 2,Calle De La Cenicienta,,,,,,
Madrid-Este,28070792,#N/A,EIPR,CUENTOS DE COLORES DE ALCALÁ,Glorieta Vicente Aleixandre,,,,,,
Madrid-Capital,28078161,#N/A,EIPR,DALLINGTON INFANTS,Ronda De Sobradiel,,,,,,
Madrid-Sur,28036528,#N/A,EIPR,DALMATAS,Calle Camino De Leganés,,,,,,
Madrid-Capital,28071711,#N/A,EIPR,DE OCA A OCA,Calle De Las Tintas,,,,,,
Madrid-Capital,28066685,#N/A,EIPR,DE PEQUES,Calle De Walía,,,,,,
Madrid-Capital,28044914,#N/A,EIPR,DELPHOS,Calle Del Estrecho De Corea,,,,,,
Madrid-Sur,28064263,Mixta Diferenciada,EIPR,DENENES,Plaza De Las Carretas,,,,,,
Madrid-Capital,28050483,#N/A,EIPR,DENENES,Calle De La Virgen De Lluc,,,,,,
Madrid-Capital,28074657,#N/A,EIPR,DIABOLO,Calle De Cáceres,,,,,,
Madrid-Capital,28066156,#N/A,EIPR,DINA,Calle De Clemente Fernández,,,,,,
Madrid-Capital,28062953,#N/A,EIPR,DINA CONDADO,Calle Del Condado De Treviño,,,,,,
Madrid-Capital,28062965,#N/A,EIPR,DINA CONDADO-2,Calle Del Condado De Treviño,,,,,,
Madrid-Este,28045852,#N/A,EIPR,DINO,Calle De Los Naranjos,,,,,,
Madrid-Capital,28075807,#N/A,EIPR,DIVERTIA ESCUELA INFANTIL,Calle Del Golfo De Salónica,,,,,,
Madrid-Capital,28061912,#N/A,EIPR,DOMO,Calle De Torregrosa,,,,,,
Madrid-Capital,28065449,#N/A,EIPR,DON MELITON II,Calle Peso Hispano,,,,,,
Madrid-Capital,28076885,#N/A,EIPR,DON MELITON IV,Avenida Del Cerro Milano,,,,,,
Madrid-Capital,28078109,#N/A,EIPR,DON MELITON V,Calle De Puentedey,,,,,,
Madrid-Sur,28059255,#N/A,EIPR,DON MIKI,Calle De Móstoles,,,,,,
Madrid-Capital,28066168,#N/A,EIPR,DONDE ESTAN LAS LLAVES,Calle De Tomás Bretón,,,,,,
Madrid-Sur,28062527,#N/A,EIPR,DOS HERMANAS,Avenida Del Mar Mediterráneo,,,,,,
Madrid-Capital,28077351,#N/A,EIPR,DUENDECILLOS LET'S PLAY,Calle De Ravena,,,,,,
Madrid-Sur,28073975,#N/A,EIPR,DULCES MIMOS,Calle De La Osa Menor,,,,,,
Madrid-Sur,28076800,#N/A,EIPR,EDEL'WEISS,Calle Planeta Saturno,,,,,,
Madrid-Sur,28050719,#N/A,EIPR,EDOA,Calle Del Río Sella,,,,,,
Madrid-Sur,28077130,#N/A,EIPR,EDOA II,Plaza Del Sol,,,,,,
Madrid-Este,28059701,#N/A,EIPR,EDUCA,Calle Pedro Del Campo,,,,,,
Madrid-Sur,28074128,#N/A,EIPR,EDUCA SONRIS@,Calle De Gabriela Mistral,,,,,,
Madrid-Oeste,28063295,#N/A,EIPR,EDUCAMUNDO,Calle De Arenalón,,,,,,
Madrid-Capital,28070020,#N/A,EIPR,EDUCANDO,Calle Del Doctor Esquerdo,,,,,,
Madrid-Capital,28071607,#N/A,EIPR,EDUCANDO II,Calle Del Doctor Esquerdo,,,,,,
Madrid-Capital,28073343,#N/A,EIPR,EDUCANDO JUNTOS,Calle De Las Adelfas,,,,,,
Madrid-Capital,28061183,#N/A,EIPR,EDUCANDO PITUFOS,Calle De Los Reyes Magos,,,,,,
Madrid-Sur,28073331,#N/A,EIPR,EDUCAR EDUCANDO I,Calle Planeta Urano,,,,,,
Madrid-Sur,28069637,#N/A,EIPR,EDUCAR EDUCANDO III,Calle Jaime I El Conquistador,,,,,,
Madrid-Capital,28039402,#N/A,EIPR,EDUKA,,,,,,,
Madrid-Capital,28070408,#N/A,EIPR,EDUQA LAS TABLAS,Avenida De Burgos,,,,,,
Madrid-Capital,28071085,#N/A,EIPR,EDUQA VALDEBEBAS,Calle Vía De Los Poblados (p.e. Cristalia),,,,,,
Madrid-Sur,28058330,#N/A,EIPR,EL ABETO,Calle De Málaga,,,,,,
Madrid-Norte,28066466,#N/A,EIPR,EL ALBOROTO,Avenida De Europa,,,,,,
Madrid-Norte,28071425,#N/A,EIPR,EL ARBOL,Camino Uceda,,,,,,
Madrid-Oeste,28061365,#N/A,EIPR,EL ARCA DE NOE,Travesia Del Concejo,,,,,,
Madrid-Capital,28048971,#N/A,EIPR,EL ARRULLO,Bulevar De José Prat,,,,,,
Madrid-Capital,28059644,#N/A,EIPR,EL ARRULLO I,Calle De Peña Nueva,,,,,,
Madrid-Capital,28063635,#N/A,EIPR,EL ARRULLO 5,Avenida Del Doctor García Tapia,,,,,,
Madrid-Capital,28067112,#N/A,EIPR,EL BEBE,Calle De Las Islas Mascareñas,,,,,,
Madrid-Sur,28071528,#N/A,EIPR,EL BOSQUE DE LOS COLORINES,Avenida Juan Xxiii,,,,,,
Madrid-Oeste,28061158,#N/A,EIPR,EL BOSQUE DE PULGARCITO,Calle De Los Berrocales,,,,,,
Madrid-Sur,28060592,#N/A,EIPR,EL CHALET,Calle De Los Sauces,,,,,,
Madrid-Capital,28060002,#N/A,EIPR,EL CHOVO,Calle De Carlos Martín Álvarez,,,,,,
Madrid-Sur,28066673,#N/A,EIPR,EL CUENTACUENTOS,Calle Fuente Arenosa,,,,,,
Madrid-Capital,28068190,#N/A,EIPR,EL DESVAN II,Calle De La Diligencia,,,,,,
Madrid-Norte,28073549,#N/A,EIPR,EL DOUDOU,Calle Juan Gris,,,,,,
Madrid-Oeste,28058093,#N/A,EIPR,EL DUENDE,Calle Egido,,,,,,
Madrid-Sur,28046133,#N/A,EIPR,EL DUENDE,Calle Hermanos Grimm,,,,,,
Madrid-Capital,28062849,#N/A,EIPR,EL DUENDE AZUL,Calle De Culla,,,,,,
Madrid-Sur,28069455,#N/A,EIPR,EL DUENDE JUGUETON,Calle De Venus,,,,,,
Madrid-Capital,28071644,#N/A,EIPR,EL DUENDE TRAVIESO II,Paseo De Las Acacias,,,,,,
Madrid-Oeste,28069510,#N/A,EIPR,EL GLOBO,Calle Federico Del Cerro,,,,,,
Madrid-Este,28065280,#N/A,EIPR,EL GLOBO,Calle Río Bidasoa,,,,,,
Madrid-Sur,28068165,#N/A,EIPR,EL GLOBO CELESTE,Avenida Del Alcalde De Móstoles,,,,,,
Madrid-Sur,28072648,#N/A,EIPR,EL GRECO,Calle Del Greco,,,,,,
Madrid-Capital,28072570,#N/A,EIPR,EL JARDIN DE LARIN,Calle De Arcadia,,,,,,
Madrid-Capital,28077622,#N/A,EIPR,EL JARDIN DE LARIN PLAYA DE ARO,Calle De La Playa De Aro,,,,,,
Madrid-Oeste,28065231,#N/A,EIPR,EL JARDIN DE LAS HADAS,Calle Herrador,,,,,,
Madrid-Sur,28069017,#N/A,EIPR,EL JARDIN DE LOS GARABATOS,Avenida De Ronda,,,,,,
Madrid-Capital,28056874,#N/A,EIPR,EL JARDIN DE LOS GENIOS,Calle De Evaristo San Miguel,,,,,,
Madrid-Norte,28065085,#N/A,EIPR,EL JARDIN DE LOS PELUCHES,Calle De Las Eras,,,,,,
Madrid-Oeste,28077075,#N/A,EIPR,EL JARDIN DE LOS SUEÑOS,Plaza Del Doctor Santos Muñoz Burón,,,,,,
Madrid-Oeste,28078183,#N/A,EIPR,EL JARDIN DE PIQUIO,Calle Pío Milla Andrés,,,,,,
Madrid-Capital,28066752,#N/A,EIPR,EL JARDIN DEL OESTE,Calle De Estella,,,,,,
Madrid-Oeste,28050318,#N/A,EIPR,EL JARDIN ENCANTADO,Calle Marcelo Martín Bravo,,,,,,
Madrid-Capital,28069662,#N/A,EIPR,EL MONIN,Calle De Álvaro Cunqueiro,,,,,,
Madrid-Oeste,28064962,#N/A,EIPR,EL MUNDO DE LOS NIÑOS,Calle Puerto De Navacerrada,,,,,,
Madrid-Sur,28058691,#N/A,EIPR,EL NIDO,Calle Madrid,,,,,,
Madrid-Oeste,28079941,#N/A,EIPR,EL NIDO DE PANGEA,Calle De Santiago Apóstol,,,,,,
Madrid-Oeste,28075698,#N/A,EIPR,EL NIDO DE SAN LORENZO,Calle Velázquez,,,,,,
Madrid-Capital,28078092,#N/A,EIPR,EL NIDO DEL BUHO,Calle De Donoso Cortés,,,,,,
Madrid-Capital,28071784,#N/A,EIPR,EL OSITO,Calle De López De Hoyos,,,,,,
Madrid-Capital,28071759,#N/A,EIPR,EL OSITO DE PAPEL,Calle De Ardales,,,,,,
Madrid-Capital,28064573,#N/A,EIPR,EL OSITO 2,Calle De Corazón De María,,,,,,
Madrid-Oeste,28056746,Mixta Diferenciada,EIPR,EL PAIS DE LAS MARAVILLAS,Calle Fresa,,,,,,
Madrid-Sur,28073227,#N/A,EIPR,EL PAIS DE LAS MARAVILLAS,Calle Del Alcalde Ángel Arroyo,,,,,,
Madrid-Este,28056011,#N/A,EIPR,EL PARQUE,Calle De La Sierra De Guadarrama,,,,,,
Madrid-Capital,28063672,elparque.escuela@gmail.com,EIPR,EL PARQUE,Calle Del Cardenal Silíceo,,,,,,
Madrid-Sur,28035081,nlobeto@hotmail.esescuelaelparque@outlook.es,EIPR,EL PARQUE,Plaza Jiménez Díaz,,,,,,
Madrid-Norte,28070044,#N/A,EIPR,EL PARQUE,Avenida De Navarrondán,,,,,,
Madrid-Capital,28065826,#N/A,EIPR,EL PARQUE DE LA PIOVERA,Calle De Guadalajara,,,,,,
Madrid-Oeste,28069765,#N/A,EIPR,EL PARQUE DE POZUELO,Calle Amparo,,,,,,
Madrid-Sur,28068141,#N/A,EIPR,EL PARQUE DE YAKI Y NUKA,Calle De La Princesa Doña Sofía,,,,,,
Madrid-Este,28064998,#N/A,EIPR,EL PARQUE DEL ENSANCHE,Calle José María Pereda,,,,,,
Madrid-Este,28066031,#N/A,EIPR,EL PARQUE MAGICO,Calle Reino Unido,,,,,,
Madrid-Sur,28068591,#N/A,EIPR,EL PATIO,Calle De La Constitución,,,,,,
Madrid-Oeste,28062862,#N/A,EIPR,EL PATIO TORRELODONES,Calle Los Vascos,,,,,,
Madrid-Capital,28062503,#N/A,EIPR,EL PEQUEÑO SOL,Calle Rompedizo,,,,,,
Madrid-Capital,28059620,#N/A,EIPR,EL PINAR,Calle De Caleruega,,,,,,
Madrid-Capital,28068888,#N/A,EIPR,EL REINO DEL REVÉS,Calle De Fernando Poo,,,,,,
Madrid-Capital,28060051,#N/A,EIPR,EL REY DE LA CASA,Calle De Maqueda,,,,,,
Madrid-Capital,28077087,#N/A,EIPR,EL SITIO DE TU RECREO,Calle De Juan De Austria,,,,,,
Madrid-Oeste,28070071,Mixta Diferenciada,EIPR,EL SOL,Avenida Del Cerro Grande,,,,,,
Madrid-Sur,28062989,#N/A,EIPR,EL SOL,Calle Butarque,,,,,,
Madrid-Norte,28074921,#N/A,EIPR,EL TALLER DE LOS SUEÑOS,Calle De La Azalea - Edificio D,,,,,,
Madrid-Capital,28074347,#N/A,EIPR,EL TREBOL MAGICO,Carretera De Villaverde A Vallecas,,,,,,
Madrid-Capital,28049304,#N/A,EIPR,EL TREN DE LOS NIÑOS,Avenida De Burgos,,,,,,
Madrid-Capital,28062357,#N/A,EIPR,EL TREN DE LOS NIÑOS II,Avenida De Burgos,,,,,,
Madrid-Oeste,28076745,escuelainfantiltrenecito@gmail.com,EIPR,EL TRENECITO,Calle De Los Molinos,,,,,,
Madrid-Sur,28071255,#N/A,EIPR,EL TRENECITO,Calle Formentera,,,,,,
Madrid-Este,28062931,#N/A,EIPR,EL VALLE,Calle Llanes,,,,,,
Madrid-Este,28065000,#N/A,EIPR,EL VALLE S.L.L.,Calle Águila,,,,,,
Madrid-Este,28064883,#N/A,EIPR,EL VIAJE DE COMALITA,Calle Del Enebro,,,,,,
Madrid-Oeste,28069327,#N/A,EIPR,ELFY KINDERGARTEN,Calle San Luis Gonzaga,,,,,,
Madrid-Capital,28049274,#N/A,EIPR,ELLALUNA,Calle De Pandora,,,,,,
Madrid-Oeste,28071619,#N/A,EIPR,ENEBRAL II,Calle De Navacerrada,,,,,,
Madrid-Sur,28075960,#N/A,EIPR,ESCUELA IINFANTIL HOSPITAL UNIVERSITARIO REY JUAN CARLOS,Calle Gladiolo,,,,,,
Madrid-Capital,28062400,#N/A,EIPR,ESCUELA INFANTIL BILINGÜE SUS PEQUEÑOS PASOS-ARTURO SORIA,Calle De Mesena,,,,,,
Madrid-Sur,28073604,#N/A,EIPR,ESCUELA INFANTIL HOSPITAL,Avenida 9 De Junio,,,,,,
Madrid-Este,28074098,#N/A,EIPR,ESCUELA INFANTIL HOSPITAL DE TORREJON,Calle Mateo Inurria,,,,,,
Madrid-Norte,28079977,#N/A,EIPR,ESPACIO AÚPALE,Calle María Blanchard,,,,,,
Madrid-Capital,28059693,#N/A,EIPR,ESPIRITU SANTO,Calle Ceysa,,,,,,
Madrid-Norte,28069029,#N/A,EIPR,ESTRELLA DE MAR,Calle El Olivo,,,,,,
Madrid-Sur,28046534,#N/A,EIPR,FANTASIA,Calle Irene Fernández,,,,,,
Madrid-Sur,28077774,#N/A,EIPR,FANTASIA II,Calle Urano,,,,,,
Madrid-Este,28060521,#N/A,EIPR,FANTASY SCHOOL,Avenida De La Alcarria,,,,,,
Madrid-Sur,28070421,#N/A,EIPR,FUNDACION HOSPITAL DE ALCORCON,Calle De Budapest,,,,,,
Madrid-Oeste,28074797,#N/A,EIPR,GADEA,Calle San Francisco De Sales,,,,,,
Madrid-Sur,28060567,#N/A,EIPR,GARABATO,Calle Pintor Salvador Dalí,,,,,,
Madrid-Norte,28056898,#N/A,EIPR,GARABATO,Calle De Ceuta,,,,,,
Madrid-Sur,28075790,info@garatabosescuelainfantil.com,EIPR,GARABATOS,Calle Navalcarnero,,,,,,
Madrid-Norte,28068463,garabatoscolmenar@eigarabatos.com,EIPR,GARABATOS,Calle Del Prado De Las Primaveras,,,,,,
Madrid-Capital,28058263,garabatosmadrid@gmail.com,EIPR,GARABATOS,Calle De Joaquín Jorge Alarcón,,,,,,
Madrid-Sur,28059243,#N/A,EIPR,GARABATOS,Calle De San Isidro,,,,,,
Madrid-Capital,28048890,#N/A,EIPR,GARABATOS Y OCHO PATOS,Paseo De Las Acacias,,,,,,
Madrid-Capital,28059176,secretaria@garabatosyochopatos.com,EIPR,GARABATOS Y OCHO PATOS,Calle Del Laurel,,,,,,
Madrid-Capital,28057350,#N/A,EIPR,GARABATOS Y OCHO PATOS,Calle De Melilla,,,,,,
Madrid-Norte,28063696,#N/A,EIPR,GARLY INFANTIL,Avenida Del Encinar,,,,,,
Madrid-Sur,28068131,#N/A,EIPR,GATITOS,Urbanizacion Nuevo Versalles,,,,,,
Madrid-Oeste,28065450,#N/A,EIPR,GAZAPITOS,Calle Islas Cíes,,,,,,
Madrid-Capital,28060181,#N/A,EIPR,GEMINIS,Calle Del Collado Del Viento,,,,,,
Madrid-Sur,28078717,#N/A,EIPR,GENIOS EN PAÑALES,Calle De Los Claveles,,,,,,
Madrid-Norte,28065103,#N/A,EIPR,GENTE PEQUEÑA,Paseo De La Chopera,,,,,,
Madrid-Capital,28057593,#N/A,EIPR,GEPPETTO,Calle De Ana Mariscal,,,,,,
Madrid-Este,28068980,#N/A,EIPR,GIRASOLES,Calle Real,,,,,,
Madrid-Capital,28068876,#N/A,EIPR,GLOBITOS,Calle De Benisoda,,,,,,
Madrid-Capital,28069790,#N/A,EIPR,GOOFY,Calle De Aceuchal,,,,,,
Madrid-Sur,28059711,#N/A,EIPR,GORI,Paseo De Ronda,,,,,,
Madrid-Capital,28046054,#N/A,EIPR,GRAN VIA,Calle De Alejandro Villegas,,,,,,
Madrid-Capital,28079515,#N/A,EIPR,GREENLEAVES MONTESSORI,Avenida De La Victoria,,,,,,
Madrid-Oeste,28066211,#N/A,EIPR,GUAPOTU,Calle Francisco Pizarro,,,,,,
Madrid-Sur,28070470,#N/A,EIPR,GUARDELANDIA,Calle De Copenhague,,,,,,
Madrid-Este,28071620,#N/A,EIPR,GUARDERIA MONIGOTES,Calle De La Virgen Del Mar,,,,,,
Madrid-Capital,28073458,#N/A,EIPR,GUARDERIA MORENO,Calle De Los Misterios,,,,,,
Madrid-Capital,28074487,#N/A,EIPR,GUARDERIA NIDO LA CIGÜEÑA,Calle De La Codorniz,,,,,,
Madrid-Capital,28073598,#N/A,EIPR,GUARDERIA PLUTO,Calle De Ocaña,,,,,,
Madrid-Capital,28059671,#N/A,EIPR,GUIÑOL,Avenida Del Doctor García Tapia,,,,,,
Madrid-Este,28057635,#N/A,EIPR,GUIRELI II,Calle Cantalarrana,,,,,,
Madrid-Sur,28074475,#N/A,EIPR,HAKUNA MATATA,Paseo Valmoral,,,,,,
Madrid-Capital,28075704,#N/A,EIPR,HALO BABY,Calle De Máximo Carazo,,,,,,
Madrid-Oeste,28069054,#N/A,EIPR,HAPPINESS,Carretera De Valdemorillo,,,,,,
Madrid-Sur,28061021,#N/A,EIPR,HEIDI GARABATOS,Calle Fénix,,,,,,
Madrid-Sur,28064251,#N/A,EIPR,HEIDI GARABATOS II,Calle Pinto,,,,,,
Madrid-Sur,28074426,#N/A,EIPR,HEIDI GARABATOS LOS MOLINOS,Avenida Del Ingenioso Hidalgo,,,,,,
Madrid-Norte,28061833,#N/A,EIPR,HIPOPOTAMO BLAS,Sector Embarcaciones,,,,,,
Madrid-Capital,28069111,#N/A,EIPR,HOLA BICHO BOLA,Calle De Vicente Jiménez,,,,,,
Madrid-Este,28073835,#N/A,EIPR,HOLA BICHOBOLA,Calle Gonzalo Torrente Ballester,,,,,,
Madrid-Capital,28069613,#N/A,EIPR,HOLA CARACOLA,Carretera De Carabanchel A Aravaca,,,,,,
Madrid-Norte,28069509,#N/A,EIPR,ILUSIONES,Calle Beatriz Galindo,,,,,,
Madrid-Capital,28063647,#N/A,EIPR,INFANCIA Y EMPRESA KIDSCO AZCA,Plaza De Carlos Trias Bertrán,,,,,,
Madrid-Capital,28063362,#N/A,EIPR,INFANTIL PEQUES,Calle Angosta,,,,,,
Madrid-Capital,28068645,#N/A,EIPR,INIZIA DISTRITO C,Ronda De La Comunicación,,,,,,
Madrid-Capital,28072511,#N/A,EIPR,INTERNACIONAL VALDEMARIN,Calle De Torreadrada,,,,,,
Madrid-Capital,28066788,#N/A,EIPR,IRIS,Calle De Calanda,,,,,,
Madrid-Capital,28078080,#N/A,EIPR,ISABEL ZENDAL,Calle De Monforte De Lemos,,,,,,
Madrid-Capital,28077592,#N/A,EIPR,ISM PRESCHOOL,,,,,,,
Madrid-Capital,28059139,#N/A,EIPR,JAIZKIBEL,Calle De José Del Hierro,,,,,,
Madrid-Capital,28059577,#N/A,EIPR,JARDIIMAR,Calle De Cobos De Segovia,,,,,,
Madrid-Capital,28036024,#N/A,EIPR,JARDIN DE LAS DELICIAS,Calle De Tomás Bretón,,,,,,
Madrid-Capital,28063520,#N/A,EIPR,JARDIN INFANTIL,Calle De Embajadores,,,,,,
Madrid-Capital,28062746,#N/A,EIPR,JARDIN KINDERLAND,Calle Del Capitán Haya,,,,,,
Madrid-Capital,28012445,#N/A,EIPR,JARDIN KINDERLAND,Calle Del General Yagüe,,,,,,
Madrid-Oeste,28064366,#N/A,EIPR,JAUJA,Avenida De Madrid,,,,,,
Madrid-Capital,28056722,#N/A,EIPR,JESUS NIÑO,Calle De Florencio García,,,,,,
Madrid-Norte,28073653,#N/A,EIPR,JUGAR Y SENTIR,Calle Del Jilguero,,,,,,
Madrid-Capital,28071061,#N/A,EIPR,JUNCOS,Calle De Sierra Toledana,,,,,,
Madrid-Sur,28079473,#N/A,EIPR,KAKELITA REGGIO,Avenida De Manuel Azaña,,,,,,
Madrid-Sur,28061791,#N/A,EIPR,KCHETAS DE COLORES,Calle Aguado,,,,,,
Madrid-Norte,28061316,#N/A,EIPR,KIDDY LANE SCHOOL,Avenida Pablo Iglesias,,,,,,
Madrid-Oeste,28065097,#N/A,EIPR,KIDUU,Avenida Europa,,,,,,
Madrid-Capital,28062783,#N/A,EIPR,KIKA,Calle De La Antracita,,,,,,
Madrid-Capital,28075418,#N/A,EIPR,KINDER MY GARDEN,Calle De Blanes,,,,,,
Madrid-Sur,28069030,#N/A,EIPR,KINDER SCHOOL,Calle General Asensio,,,,,,
Madrid-Sur,28072193,#N/A,EIPR,KINDER SCHOOL,Calle Del Labrador,,,,,,
Madrid-Sur,28077506,#N/A,EIPR,KINDER SCHOOL,Avenida De Las Castañeras,,,,,,
Madrid-Oeste,28064147,#N/A,EIPR,KOKORO,Calle Colmenarejo,,,,,,
Madrid-Norte,28079278,#N/A,EIPR,LA  CHARCA MAGICA,Calle Chipre C/v A C/ Letonia,,,,,,
Madrid-Capital,28062448,#N/A,EIPR,LA ABEJA MAYA,Calle De Las Islas Bahamas,,,,,,
Madrid-Oeste,28072600,#N/A,EIPR,LA CABAÑA MÁGICA,Calle Pintura,,,,,,
Madrid-Oeste,28064640,#N/A,EIPR,LA CASA DE LA PRADERA,Calle Coto Praderas,,,,,,
Madrid-Este,28056953,#N/A,EIPR,LA CASA DE LOS DUENDES,Calle Londres,,,,,,
Madrid-Este,28061390,#N/A,EIPR,LA CASA DE LOS ENANITOS,Avenida Cervantes,,,,,,
